"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 18:59:57 GMT 2021","Wed Aug 11 18:59:57 GMT 2021","35","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 18:59:59 GMT 2021","Wed Aug 11 18:59:59 GMT 2021","102","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Wed Aug 11 19:00:31 GMT 2021","Wed Aug 11 19:00:31 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"broken","Wed Aug 11 19:00:28 GMT 2021","Wed Aug 11 19:00:28 GMT 2021","0","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"broken","Wed Aug 11 19:00:25 GMT 2021","Wed Aug 11 19:00:25 GMT 2021","0","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Wed Aug 11 19:00:24 GMT 2021","Wed Aug 11 19:00:24 GMT 2021","0","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Wed Aug 11 19:00:32 GMT 2021","Wed Aug 11 19:00:32 GMT 2021","0","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Wed Aug 11 19:00:03 GMT 2021","Wed Aug 11 19:00:24 GMT 2021","20553","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"broken","Wed Aug 11 19:00:27 GMT 2021","Wed Aug 11 19:00:27 GMT 2021","0","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"broken","Wed Aug 11 19:00:29 GMT 2021","Wed Aug 11 19:00:29 GMT 2021","0","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 19:00:02 GMT 2021","Wed Aug 11 19:00:02 GMT 2021","71","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
