"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 06:27:51 GMT 2021","Wed Aug 11 06:27:51 GMT 2021","9","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 06:27:18 GMT 2021","Wed Aug 11 06:27:21 GMT 2021","2688","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Wed Aug 11 06:27:53 GMT 2021","Wed Aug 11 06:27:53 GMT 2021","13","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_edit_own_article",""
"broken","Wed Aug 11 06:28:01 GMT 2021","Wed Aug 11 06:28:01 GMT 2021","13","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Wed Aug 11 06:27:30 GMT 2021","Wed Aug 11 06:27:43 GMT 2021","12989","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_article_from_file",""
"broken","Wed Aug 11 06:28:11 GMT 2021","Wed Aug 11 06:28:11 GMT 2021","11","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 06:27:48 GMT 2021","Wed Aug 11 06:27:49 GMT 2021","1280","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_navigate_to_login",""
"passed","Wed Aug 11 06:28:07 GMT 2021","Wed Aug 11 06:28:09 GMT 2021","1287","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_navigate_to_login",""
"passed","Wed Aug 11 06:27:05 GMT 2021","Wed Aug 11 06:27:05 GMT 2021","70","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 06:27:59 GMT 2021","Wed Aug 11 06:28:00 GMT 2021","1295","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 06:27:11 GMT 2021","Wed Aug 11 06:27:13 GMT 2021","2136","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 06:27:09 GMT 2021","Wed Aug 11 06:27:09 GMT 2021","56","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 06:27:54 GMT 2021","Wed Aug 11 06:27:56 GMT 2021","2129","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"passed","Wed Aug 11 06:27:07 GMT 2021","Wed Aug 11 06:27:07 GMT 2021","80","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Wed Aug 11 06:28:13 GMT 2021","Wed Aug 11 06:29:04 GMT 2021","50054","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_delete_own_article",""
"broken","Wed Aug 11 06:27:28 GMT 2021","Wed Aug 11 06:27:28 GMT 2021","225","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Wed Aug 11 06:27:44 GMT 2021","Wed Aug 11 06:27:46 GMT 2021","2142","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_website",""
"passed","Wed Aug 11 06:28:04 GMT 2021","Wed Aug 11 06:28:06 GMT 2021","2128","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_website",""
"passed","Wed Aug 11 06:29:06 GMT 2021","Wed Aug 11 06:29:08 GMT 2021","1886","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 06:27:23 GMT 2021","Wed Aug 11 06:27:26 GMT 2021","2506","test","test_TC05_SajatCikkSzerk","TestFileUpload","","","test_upload_new_article_from_file",""
"passed","Wed Aug 11 06:27:15 GMT 2021","Wed Aug 11 06:27:16 GMT 2021","1309","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
