"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 08:59:54 GMT 2021","Wed Aug 11 08:59:59 GMT 2021","4537","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_article_from_file",""
"passed","Wed Aug 11 08:59:38 GMT 2021","Wed Aug 11 08:59:40 GMT 2021","2342","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 09:00:03 GMT 2021","Wed Aug 11 09:00:07 GMT 2021","3928","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 08:59:49 GMT 2021","Wed Aug 11 08:59:51 GMT 2021","2201","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 08:59:36 GMT 2021","Wed Aug 11 08:59:36 GMT 2021","77","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 08:59:59 GMT 2021","Wed Aug 11 09:00:02 GMT 2021","2165","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"broken","Wed Aug 11 09:00:08 GMT 2021","Wed Aug 11 09:00:08 GMT 2021","16","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Wed Aug 11 08:59:53 GMT 2021","Wed Aug 11 08:59:53 GMT 2021","289","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Wed Aug 11 08:59:45 GMT 2021","Wed Aug 11 08:59:48 GMT 2021","2865","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 08:59:41 GMT 2021","Wed Aug 11 08:59:42 GMT 2021","1415","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 09:00:14 GMT 2021","Wed Aug 11 09:00:16 GMT 2021","2059","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 08:59:35 GMT 2021","Wed Aug 11 08:59:35 GMT 2021","114","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 08:59:34 GMT 2021","Wed Aug 11 08:59:34 GMT 2021","81","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Wed Aug 11 09:00:10 GMT 2021","Wed Aug 11 09:00:12 GMT 2021","1416","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
