"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 20:55:36 GMT 2021","Wed Aug 11 20:55:59 GMT 2021","23578","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 20:55:16 GMT 2021","Wed Aug 11 20:55:16 GMT 2021","128","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 20:55:32 GMT 2021","Wed Aug 11 20:55:35 GMT 2021","2608","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 20:56:45 GMT 2021","Wed Aug 11 20:56:47 GMT 2021","2854","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 20:56:17 GMT 2021","Wed Aug 11 20:56:31 GMT 2021","14171","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 20:55:23 GMT 2021","Wed Aug 11 20:55:25 GMT 2021","1651","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 20:56:08 GMT 2021","Wed Aug 11 20:56:16 GMT 2021","8074","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 20:55:20 GMT 2021","Wed Aug 11 20:55:22 GMT 2021","2367","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"broken","Wed Aug 11 20:56:32 GMT 2021","Wed Aug 11 20:56:43 GMT 2021","10388","test","test_TC10_AdatlementesFeluletrol","TestDatadownload","","","test_profile_content_download",""
"passed","Wed Aug 11 20:56:00 GMT 2021","Wed Aug 11 20:56:07 GMT 2021","6878","test","test_TC07_AdatListazas","TestDataListing","","","test_tag_list",""
"passed","Wed Aug 11 20:55:18 GMT 2021","Wed Aug 11 20:55:18 GMT 2021","62","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 20:55:15 GMT 2021","Wed Aug 11 20:55:15 GMT 2021","41","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 20:55:27 GMT 2021","Wed Aug 11 20:55:30 GMT 2021","3273","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
