"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 10:58:08 GMT 2021","Wed Aug 11 10:58:08 GMT 2021","46","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 10:58:13 GMT 2021","Wed Aug 11 10:58:13 GMT 2021","103","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 10:58:20 GMT 2021","Wed Aug 11 10:58:22 GMT 2021","1352","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Wed Aug 11 10:58:34 GMT 2021","Wed Aug 11 10:58:34 GMT 2021","281","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"broken","Wed Aug 11 10:58:36 GMT 2021","Wed Aug 11 10:59:10 GMT 2021","33202","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_article_from_file",""
"broken","Wed Aug 11 10:59:18 GMT 2021","Wed Aug 11 10:59:18 GMT 2021","15","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 10:58:10 GMT 2021","Wed Aug 11 10:58:11 GMT 2021","96","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 10:58:29 GMT 2021","Wed Aug 11 10:58:31 GMT 2021","2676","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 10:58:24 GMT 2021","Wed Aug 11 10:58:27 GMT 2021","3036","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"failed","Wed Aug 11 10:59:20 GMT 2021","Wed Aug 11 10:59:28 GMT 2021","7545","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 10:59:29 GMT 2021","Wed Aug 11 10:59:31 GMT 2021","1821","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 10:59:15 GMT 2021","Wed Aug 11 10:59:16 GMT 2021","1341","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 10:58:16 GMT 2021","Wed Aug 11 10:58:18 GMT 2021","2266","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 10:59:11 GMT 2021","Wed Aug 11 10:59:13 GMT 2021","2170","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
