"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 16:16:36 GMT 2021","Sun Aug 08 16:16:36 GMT 2021","109","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Sun Aug 08 16:17:02 GMT 2021","Sun Aug 08 16:17:03 GMT 2021","1280","test","test_TC04_UjCikk","TestNewBlogPost","","","test_navigate_to_login",""
"passed","Sun Aug 08 16:18:43 GMT 2021","Sun Aug 08 16:18:44 GMT 2021","1286","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_login",""
"broken","Sun Aug 08 16:17:35 GMT 2021","Sun Aug 08 16:17:35 GMT 2021","12","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Sun Aug 08 16:17:07 GMT 2021","Sun Aug 08 16:17:09 GMT 2021","2127","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_website",""
"broken","Sun Aug 08 16:17:44 GMT 2021","Sun Aug 08 16:18:35 GMT 2021","50129","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_create_new_article",""
"passed","Sun Aug 08 16:17:22 GMT 2021","Sun Aug 08 16:17:23 GMT 2021","1299","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_navigate_to_login",""
"passed","Sun Aug 08 16:16:38 GMT 2021","Sun Aug 08 16:16:40 GMT 2021","2133","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_website",""
"passed","Sun Aug 08 16:16:52 GMT 2021","Sun Aug 08 16:16:53 GMT 2021","1376","test","test_TC03_Login","TestLoginConduit","","","test_registration",""
"passed","Sun Aug 08 16:17:32 GMT 2021","Sun Aug 08 16:17:33 GMT 2021","1308","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"broken","Sun Aug 08 16:17:25 GMT 2021","Sun Aug 08 16:17:25 GMT 2021","14","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_create_new_article",""
"passed","Sun Aug 08 16:16:27 GMT 2021","Sun Aug 08 16:16:27 GMT 2021","99","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Sun Aug 08 16:17:28 GMT 2021","Sun Aug 08 16:17:31 GMT 2021","2126","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"passed","Sun Aug 08 16:17:18 GMT 2021","Sun Aug 08 16:17:20 GMT 2021","2126","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_website",""
"broken","Sun Aug 08 16:17:14 GMT 2021","Sun Aug 08 16:17:14 GMT 2021","13","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_new_article",""
"passed","Sun Aug 08 16:18:38 GMT 2021","Sun Aug 08 16:18:41 GMT 2021","2128","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_website",""
"passed","Sun Aug 08 16:17:42 GMT 2021","Sun Aug 08 16:17:43 GMT 2021","1304","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_navigate_to_login",""
"broken","Sun Aug 08 16:17:16 GMT 2021","Sun Aug 08 16:17:16 GMT 2021","15","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_comment_upload_from_file",""
"passed","Sun Aug 08 16:16:58 GMT 2021","Sun Aug 08 16:17:01 GMT 2021","2129","test","test_TC04_UjCikk","TestNewBlogPost","","","test_website",""
"passed","Sun Aug 08 16:16:56 GMT 2021","Sun Aug 08 16:16:57 GMT 2021","1289","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Sun Aug 08 16:17:26 GMT 2021","Sun Aug 08 16:17:26 GMT 2021","1","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_edit_own_article",""
"passed","Sun Aug 08 16:16:47 GMT 2021","Sun Aug 08 16:16:50 GMT 2021","2131","test","test_TC03_Login","TestLoginConduit","","","test_website",""
"passed","Sun Aug 08 16:16:43 GMT 2021","Sun Aug 08 16:16:45 GMT 2021","2370","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Sun Aug 08 16:16:32 GMT 2021","Sun Aug 08 16:16:34 GMT 2021","2174","test","test_TC01_Cookies","TestCookies","","","test_website",""
"broken","Sun Aug 08 16:18:36 GMT 2021","Sun Aug 08 16:18:36 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_delete_own_article",""
"passed","Sun Aug 08 16:16:29 GMT 2021","Sun Aug 08 16:16:30 GMT 2021","47","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Sun Aug 08 16:17:11 GMT 2021","Sun Aug 08 16:17:12 GMT 2021","1294","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_navigate_to_login",""
"passed","Sun Aug 08 16:17:37 GMT 2021","Sun Aug 08 16:17:39 GMT 2021","2126","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_website",""
"broken","Sun Aug 08 16:18:46 GMT 2021","Sun Aug 08 16:18:46 GMT 2021","10","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Sun Aug 08 16:17:06 GMT 2021","Sun Aug 08 16:17:06 GMT 2021","12","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
