"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 11 10:56:31 GMT 2021","Wed Aug 11 10:56:39 GMT 2021","7162","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 10:55:30 GMT 2021","Wed Aug 11 10:55:30 GMT 2021","114","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Wed Aug 11 10:55:32 GMT 2021","Wed Aug 11 10:55:32 GMT 2021","84","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 10:55:44 GMT 2021","Wed Aug 11 10:55:46 GMT 2021","2208","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 10:55:28 GMT 2021","Wed Aug 11 10:55:28 GMT 2021","33","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 10:55:37 GMT 2021","Wed Aug 11 10:55:39 GMT 2021","1437","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Wed Aug 11 10:56:29 GMT 2021","Wed Aug 11 10:56:29 GMT 2021","18","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Wed Aug 11 10:55:49 GMT 2021","Wed Aug 11 10:56:22 GMT 2021","32813","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_article_from_file",""
"broken","Wed Aug 11 10:55:48 GMT 2021","Wed Aug 11 10:55:48 GMT 2021","282","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Wed Aug 11 10:56:27 GMT 2021","Wed Aug 11 10:56:28 GMT 2021","1405","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 10:55:34 GMT 2021","Wed Aug 11 10:55:37 GMT 2021","2134","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 10:56:40 GMT 2021","Wed Aug 11 10:56:43 GMT 2021","2161","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 10:56:23 GMT 2021","Wed Aug 11 10:56:25 GMT 2021","2134","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"passed","Wed Aug 11 10:55:40 GMT 2021","Wed Aug 11 10:55:43 GMT 2021","2916","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
