"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 08:02:43 GMT 2021","Wed Aug 11 08:02:43 GMT 2021","44","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Wed Aug 11 08:03:20 GMT 2021","Wed Aug 11 08:03:21 GMT 2021","1906","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 08:03:10 GMT 2021","Wed Aug 11 08:03:12 GMT 2021","2147","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"passed","Wed Aug 11 08:02:45 GMT 2021","Wed Aug 11 08:02:45 GMT 2021","110","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 08:02:47 GMT 2021","Wed Aug 11 08:02:47 GMT 2021","67","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 08:02:59 GMT 2021","Wed Aug 11 08:03:01 GMT 2021","2096","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"broken","Wed Aug 11 08:03:18 GMT 2021","Wed Aug 11 08:03:18 GMT 2021","15","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"failed","Wed Aug 11 08:03:04 GMT 2021","Wed Aug 11 08:03:09 GMT 2021","4892","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_article_from_file",""
"passed","Wed Aug 11 08:02:54 GMT 2021","Wed Aug 11 08:02:57 GMT 2021","2865","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Wed Aug 11 08:03:03 GMT 2021","Wed Aug 11 08:03:03 GMT 2021","268","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Wed Aug 11 08:03:23 GMT 2021","Wed Aug 11 08:03:25 GMT 2021","1925","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 08:02:51 GMT 2021","Wed Aug 11 08:02:52 GMT 2021","1355","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 08:02:48 GMT 2021","Wed Aug 11 08:02:50 GMT 2021","2345","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 08:03:14 GMT 2021","Wed Aug 11 08:03:16 GMT 2021","1331","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
