"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 14:52:44 GMT 2021","Sun Aug 08 14:52:47 GMT 2021","2134","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_website",""
"passed","Sun Aug 08 14:53:20 GMT 2021","Sun Aug 08 14:53:22 GMT 2021","2132","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_website",""
"failed","Sun Aug 08 14:52:20 GMT 2021","Sun Aug 08 14:52:22 GMT 2021","1602","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Sun Aug 08 14:52:17 GMT 2021","Sun Aug 08 14:52:19 GMT 2021","2139","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_website",""
"broken","Sun Aug 08 14:53:28 GMT 2021","Sun Aug 08 14:53:28 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_delete_own_article",""
"passed","Sun Aug 08 14:53:30 GMT 2021","Sun Aug 08 14:53:32 GMT 2021","2133","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_website",""
"broken","Sun Aug 08 14:53:27 GMT 2021","Sun Aug 08 14:53:27 GMT 2021","16","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_create_new_article",""
"passed","Sun Aug 08 14:53:33 GMT 2021","Sun Aug 08 14:53:35 GMT 2021","1319","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_login",""
"broken","Sun Aug 08 14:52:42 GMT 2021","Sun Aug 08 14:52:42 GMT 2021","15","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Sun Aug 08 14:52:55 GMT 2021","Sun Aug 08 14:52:55 GMT 2021","13","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_comment_upload_from_file",""
"passed","Sun Aug 08 14:52:28 GMT 2021","Sun Aug 08 14:52:29 GMT 2021","1393","test","test_TC03_Login","TestLoginConduit","","","test_registration",""
"passed","Sun Aug 08 14:52:36 GMT 2021","Sun Aug 08 14:52:38 GMT 2021","2131","test","test_TC04_UjCikk","TestNewBlogPost","","","test_website",""
"passed","Sun Aug 08 14:52:32 GMT 2021","Sun Aug 08 14:52:33 GMT 2021","1319","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Sun Aug 08 14:52:24 GMT 2021","Sun Aug 08 14:52:27 GMT 2021","2144","test","test_TC03_Login","TestLoginConduit","","","test_website",""
"passed","Sun Aug 08 14:52:09 GMT 2021","Sun Aug 08 14:52:09 GMT 2021","50","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Sun Aug 08 14:52:49 GMT 2021","Sun Aug 08 14:52:50 GMT 2021","1292","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_navigate_to_login",""
"passed","Sun Aug 08 14:52:10 GMT 2021","Sun Aug 08 14:52:13 GMT 2021","2145","test","test_TC01_Cookies","TestCookies","","","test_website",""
"passed","Sun Aug 08 14:52:58 GMT 2021","Sun Aug 08 14:53:00 GMT 2021","2133","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_website",""
"passed","Sun Aug 08 14:52:07 GMT 2021","Sun Aug 08 14:52:08 GMT 2021","47","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Sun Aug 08 14:53:37 GMT 2021","Sun Aug 08 14:53:37 GMT 2021","14","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Sun Aug 08 14:52:53 GMT 2021","Sun Aug 08 14:52:53 GMT 2021","14","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_new_article",""
"broken","Sun Aug 08 14:53:07 GMT 2021","Sun Aug 08 14:53:07 GMT 2021","0","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_edit_own_article",""
"passed","Sun Aug 08 14:53:14 GMT 2021","Sun Aug 08 14:53:16 GMT 2021","1334","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Sun Aug 08 14:52:15 GMT 2021","Sun Aug 08 14:52:15 GMT 2021","197","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Sun Aug 08 14:53:02 GMT 2021","Sun Aug 08 14:53:04 GMT 2021","1333","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_navigate_to_login",""
"broken","Sun Aug 08 14:53:17 GMT 2021","Sun Aug 08 14:53:17 GMT 2021","14","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Sun Aug 08 14:53:10 GMT 2021","Sun Aug 08 14:53:12 GMT 2021","2130","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"passed","Sun Aug 08 14:52:39 GMT 2021","Sun Aug 08 14:52:40 GMT 2021","1323","test","test_TC04_UjCikk","TestNewBlogPost","","","test_navigate_to_login",""
"passed","Sun Aug 08 14:53:23 GMT 2021","Sun Aug 08 14:53:25 GMT 2021","1327","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_navigate_to_login",""
"broken","Sun Aug 08 14:53:05 GMT 2021","Sun Aug 08 14:53:05 GMT 2021","15","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_create_new_article",""
