"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 19:00:17 GMT 2021","Wed Aug 11 19:00:17 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 18:59:51 GMT 2021","Wed Aug 11 18:59:51 GMT 2021","54","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Wed Aug 11 19:00:19 GMT 2021","Wed Aug 11 19:00:19 GMT 2021","0","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Wed Aug 11 19:00:13 GMT 2021","Wed Aug 11 19:00:13 GMT 2021","0","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 18:59:52 GMT 2021","Wed Aug 11 18:59:52 GMT 2021","106","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 18:59:54 GMT 2021","Wed Aug 11 18:59:54 GMT 2021","68","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 18:59:56 GMT 2021","Wed Aug 11 18:59:58 GMT 2021","2498","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 19:00:00 GMT 2021","Wed Aug 11 19:00:01 GMT 2021","1335","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Wed Aug 11 19:00:02 GMT 2021","Wed Aug 11 19:00:13 GMT 2021","10514","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Wed Aug 11 19:00:14 GMT 2021","Wed Aug 11 19:00:14 GMT 2021","0","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"broken","Wed Aug 11 19:00:16 GMT 2021","Wed Aug 11 19:00:16 GMT 2021","0","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
