"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 09 20:32:56 GMT 2021","Mon Aug 09 20:32:58 GMT 2021","1544","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"broken","Mon Aug 09 20:33:20 GMT 2021","Mon Aug 09 20:33:20 GMT 2021","303","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Mon Aug 09 20:33:39 GMT 2021","Mon Aug 09 20:33:41 GMT 2021","2137","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_website",""
"passed","Mon Aug 09 20:33:12 GMT 2021","Mon Aug 09 20:33:14 GMT 2021","1691","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:33:37 GMT 2021","Mon Aug 09 20:33:37 GMT 2021","16","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Mon Aug 09 20:33:43 GMT 2021","Mon Aug 09 20:33:45 GMT 2021","1672","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_navigate_to_login",""
"passed","Mon Aug 09 20:33:00 GMT 2021","Mon Aug 09 20:33:02 GMT 2021","1776","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:33:18 GMT 2021","Mon Aug 09 20:33:18 GMT 2021","21","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_comment_upload_from_file",""
"passed","Mon Aug 09 20:32:52 GMT 2021","Mon Aug 09 20:32:52 GMT 2021","117","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Mon Aug 09 20:33:30 GMT 2021","Mon Aug 09 20:33:30 GMT 2021","18","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_edit_own_article",""
"broken","Mon Aug 09 20:33:46 GMT 2021","Mon Aug 09 20:33:46 GMT 2021","15","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_create_new_article",""
"passed","Mon Aug 09 20:33:35 GMT 2021","Mon Aug 09 20:33:36 GMT 2021","1638","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Mon Aug 09 20:32:54 GMT 2021","Mon Aug 09 20:32:54 GMT 2021","69","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"broken","Mon Aug 09 20:33:48 GMT 2021","Mon Aug 09 20:34:38 GMT 2021","50335","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_delete_own_article",""
"passed","Mon Aug 09 20:34:44 GMT 2021","Mon Aug 09 20:34:46 GMT 2021","1637","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_login",""
"passed","Mon Aug 09 20:34:40 GMT 2021","Mon Aug 09 20:34:42 GMT 2021","2142","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_website",""
"passed","Mon Aug 09 20:33:04 GMT 2021","Mon Aug 09 20:33:07 GMT 2021","3279","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Mon Aug 09 20:33:16 GMT 2021","Mon Aug 09 20:33:16 GMT 2021","16","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_new_article",""
"passed","Mon Aug 09 20:33:08 GMT 2021","Mon Aug 09 20:33:10 GMT 2021","2147","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_website",""
"passed","Mon Aug 09 20:33:21 GMT 2021","Mon Aug 09 20:33:23 GMT 2021","2134","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_website",""
"passed","Mon Aug 09 20:33:24 GMT 2021","Mon Aug 09 20:33:26 GMT 2021","1625","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:34:48 GMT 2021","Mon Aug 09 20:35:38 GMT 2021","50314","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Mon Aug 09 20:33:28 GMT 2021","Mon Aug 09 20:33:28 GMT 2021","15","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_create_new_article",""
"passed","Mon Aug 09 20:32:50 GMT 2021","Mon Aug 09 20:32:50 GMT 2021","29","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Mon Aug 09 20:33:31 GMT 2021","Mon Aug 09 20:33:33 GMT 2021","2140","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
