"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 21:02:18 GMT 2021","Thu Aug 12 21:02:21 GMT 2021","3072","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Thu Aug 12 21:03:38 GMT 2021","Thu Aug 12 21:03:56 GMT 2021","17301","test","test_TC10_AdatlementesFeluletrol","TestDatadownload","","","test_data_download",""
"passed","Thu Aug 12 21:02:09 GMT 2021","Thu Aug 12 21:02:15 GMT 2021","6082","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Thu Aug 12 21:02:28 GMT 2021","Thu Aug 12 21:02:29 GMT 2021","1271","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Thu Aug 12 21:02:23 GMT 2021","Thu Aug 12 21:02:25 GMT 2021","2158","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Thu Aug 12 21:03:58 GMT 2021","Thu Aug 12 21:04:10 GMT 2021","12263","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_logout",""
"passed","Thu Aug 12 21:02:41 GMT 2021","Thu Aug 12 21:03:04 GMT 2021","23184","test","test_TC06_AdatsorozatFile","TestUploadNewCommentFromFile","","","test_upload_new_comment_from_file",""
"passed","Thu Aug 12 21:02:37 GMT 2021","Thu Aug 12 21:02:40 GMT 2021","3099","test","test_TC05_SajatCikkSzerk","TestEditOwnArticle","","","test_edit_own_article",""
"passed","Thu Aug 12 21:03:06 GMT 2021","Thu Aug 12 21:03:12 GMT 2021","6394","test","test_TC07_AdatListazas","TestDataListArticels","","","test_data_list_articles",""
"passed","Thu Aug 12 21:03:23 GMT 2021","Thu Aug 12 21:03:37 GMT 2021","14229","test","test_TC09_SajatCikkTorles","TestDeleteOwnArticle","","","test_delete_own_article",""
"passed","Thu Aug 12 21:02:07 GMT 2021","Thu Aug 12 21:02:07 GMT 2021","34","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 21:02:31 GMT 2021","Thu Aug 12 21:02:34 GMT 2021","2802","test","test_TC04_UjCikk","TestCreateNewArticle","","","test_create_new_article",""
"passed","Thu Aug 12 21:03:13 GMT 2021","Thu Aug 12 21:03:20 GMT 2021","6823","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
