"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 19:56:14 GMT 2021","Wed Aug 11 19:56:25 GMT 2021","10404","test","test_TC10_AdatlementesFeluletrol","TestDatadownload","","","test_profile_content_download",""
"passed","Wed Aug 11 19:55:08 GMT 2021","Wed Aug 11 19:55:11 GMT 2021","3320","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 19:55:47 GMT 2021","Wed Aug 11 19:55:55 GMT 2021","8104","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 19:55:14 GMT 2021","Wed Aug 11 19:55:37 GMT 2021","23526","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 19:54:58 GMT 2021","Wed Aug 11 19:55:00 GMT 2021","1388","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 19:54:49 GMT 2021","Wed Aug 11 19:54:49 GMT 2021","120","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 19:54:47 GMT 2021","Wed Aug 11 19:54:47 GMT 2021","52","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 19:54:52 GMT 2021","Wed Aug 11 19:54:52 GMT 2021","64","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"broken","Wed Aug 11 19:55:39 GMT 2021","Wed Aug 11 19:55:44 GMT 2021","5327","test","test_TC07_AdatListazas","TestDataListing","","","test_tag_list",""
"passed","Wed Aug 11 19:55:02 GMT 2021","Wed Aug 11 19:55:05 GMT 2021","3411","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 19:56:26 GMT 2021","Wed Aug 11 19:56:28 GMT 2021","1614","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 19:55:57 GMT 2021","Wed Aug 11 19:56:12 GMT 2021","14404","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 19:54:54 GMT 2021","Wed Aug 11 19:54:56 GMT 2021","2254","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
