"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 16:19:14 GMT 2021","Wed Aug 11 16:19:17 GMT 2021","3035","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 16:19:57 GMT 2021","Wed Aug 11 16:20:00 GMT 2021","2280","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 16:19:43 GMT 2021","Wed Aug 11 16:19:56 GMT 2021","13832","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 16:19:12 GMT 2021","Wed Aug 11 16:19:12 GMT 2021","72","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 16:19:11 GMT 2021","Wed Aug 11 16:19:11 GMT 2021","85","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 16:19:21 GMT 2021","Wed Aug 11 16:19:24 GMT 2021","2936","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Wed Aug 11 16:19:34 GMT 2021","Wed Aug 11 16:19:41 GMT 2021","6264","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 16:19:19 GMT 2021","Wed Aug 11 16:19:21 GMT 2021","1513","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 16:19:26 GMT 2021","Wed Aug 11 16:19:29 GMT 2021","2262","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 16:19:09 GMT 2021","Wed Aug 11 16:19:09 GMT 2021","41","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Wed Aug 11 16:19:30 GMT 2021","Wed Aug 11 16:19:33 GMT 2021","2122","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
