"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 19:05:13 GMT 2021","Wed Aug 11 19:05:16 GMT 2021","2880","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 19:05:05 GMT 2021","Wed Aug 11 19:05:08 GMT 2021","2137","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 19:06:20 GMT 2021","Wed Aug 11 19:06:21 GMT 2021","1456","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 19:05:02 GMT 2021","Wed Aug 11 19:05:02 GMT 2021","78","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Wed Aug 11 19:06:12 GMT 2021","Wed Aug 11 19:06:17 GMT 2021","5266","test","test_TC10_AdatlementesFeluletrol","TestDatadownload","","","test_profile_content_download",""
"passed","Wed Aug 11 19:05:10 GMT 2021","Wed Aug 11 19:05:11 GMT 2021","1311","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 19:05:18 GMT 2021","Wed Aug 11 19:05:21 GMT 2021","2864","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 19:05:22 GMT 2021","Wed Aug 11 19:05:46 GMT 2021","23280","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 19:05:04 GMT 2021","Wed Aug 11 19:05:04 GMT 2021","59","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 19:05:55 GMT 2021","Wed Aug 11 19:06:09 GMT 2021","14240","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 19:05:01 GMT 2021","Wed Aug 11 19:05:01 GMT 2021","47","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 19:05:47 GMT 2021","Wed Aug 11 19:05:54 GMT 2021","6803","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
