"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 15:48:49 GMT 2021","Wed Aug 11 15:48:50 GMT 2021","1513","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 15:48:08 GMT 2021","Wed Aug 11 15:48:11 GMT 2021","3180","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Wed Aug 11 15:48:19 GMT 2021","Wed Aug 11 15:48:22 GMT 2021","2613","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 15:47:58 GMT 2021","Wed Aug 11 15:47:58 GMT 2021","78","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"broken","Wed Aug 11 15:48:24 GMT 2021","Wed Aug 11 15:48:31 GMT 2021","6287","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 15:48:04 GMT 2021","Wed Aug 11 15:48:06 GMT 2021","1355","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 15:48:00 GMT 2021","Wed Aug 11 15:48:03 GMT 2021","2818","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"broken","Wed Aug 11 15:48:18 GMT 2021","Wed Aug 11 15:48:18 GMT 2021","268","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Wed Aug 11 15:48:13 GMT 2021","Wed Aug 11 15:48:16 GMT 2021","3242","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 15:47:56 GMT 2021","Wed Aug 11 15:47:56 GMT 2021","88","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 15:48:33 GMT 2021","Wed Aug 11 15:48:47 GMT 2021","14377","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 15:47:55 GMT 2021","Wed Aug 11 15:47:55 GMT 2021","81","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
