"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 16:54:40 GMT 2021","Wed Aug 11 16:54:42 GMT 2021","1397","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 16:54:50 GMT 2021","Wed Aug 11 16:54:53 GMT 2021","2915","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"broken","Wed Aug 11 16:54:55 GMT 2021","Wed Aug 11 16:55:28 GMT 2021","33304","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 16:54:31 GMT 2021","Wed Aug 11 16:54:31 GMT 2021","44","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 16:54:44 GMT 2021","Wed Aug 11 16:54:47 GMT 2021","3151","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 16:54:36 GMT 2021","Wed Aug 11 16:54:39 GMT 2021","2356","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 16:55:41 GMT 2021","Wed Aug 11 16:55:56 GMT 2021","14427","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 16:55:58 GMT 2021","Wed Aug 11 16:56:00 GMT 2021","1648","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 16:54:34 GMT 2021","Wed Aug 11 16:54:34 GMT 2021","77","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 16:55:31 GMT 2021","Wed Aug 11 16:55:39 GMT 2021","7938","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 16:54:32 GMT 2021","Wed Aug 11 16:54:32 GMT 2021","145","test","test_TC00_Conduit","TestConduit","","","test_website",""
