"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 18:37:14 GMT 2021","Wed Aug 11 18:37:16 GMT 2021","2291","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 18:37:17 GMT 2021","Wed Aug 11 18:37:19 GMT 2021","1483","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 18:37:26 GMT 2021","Wed Aug 11 18:37:28 GMT 2021","2264","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 18:38:04 GMT 2021","Wed Aug 11 18:38:18 GMT 2021","13880","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 18:37:30 GMT 2021","Wed Aug 11 18:37:53 GMT 2021","23292","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 18:37:12 GMT 2021","Wed Aug 11 18:37:12 GMT 2021","57","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 18:38:20 GMT 2021","Wed Aug 11 18:38:22 GMT 2021","2318","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 18:37:21 GMT 2021","Wed Aug 11 18:37:24 GMT 2021","2922","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 18:37:10 GMT 2021","Wed Aug 11 18:37:10 GMT 2021","102","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 18:37:55 GMT 2021","Wed Aug 11 18:38:02 GMT 2021","7465","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 18:37:08 GMT 2021","Wed Aug 11 18:37:08 GMT 2021","43","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
