"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 15:54:10 GMT 2021","Wed Aug 11 15:54:16 GMT 2021","6309","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 15:53:48 GMT 2021","Wed Aug 11 15:53:51 GMT 2021","3353","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"broken","Wed Aug 11 15:54:07 GMT 2021","Wed Aug 11 15:54:09 GMT 2021","2200","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 15:53:45 GMT 2021","Wed Aug 11 15:53:45 GMT 2021","107","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 15:53:53 GMT 2021","Wed Aug 11 15:53:54 GMT 2021","1397","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 15:53:43 GMT 2021","Wed Aug 11 15:53:44 GMT 2021","47","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 15:54:18 GMT 2021","Wed Aug 11 15:54:33 GMT 2021","14837","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 15:54:00 GMT 2021","Wed Aug 11 15:54:03 GMT 2021","2720","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 15:53:56 GMT 2021","Wed Aug 11 15:53:59 GMT 2021","3036","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 15:53:46 GMT 2021","Wed Aug 11 15:53:46 GMT 2021","64","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 15:54:35 GMT 2021","Wed Aug 11 15:54:38 GMT 2021","2606","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Wed Aug 11 15:54:05 GMT 2021","Wed Aug 11 15:54:05 GMT 2021","267","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
