"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 09 20:50:57 GMT 2021","Mon Aug 09 20:50:57 GMT 2021","0","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_edit_own_article",""
"broken","Mon Aug 09 20:50:52 GMT 2021","Mon Aug 09 20:50:52 GMT 2021","0","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"broken","Mon Aug 09 20:50:49 GMT 2021","Mon Aug 09 20:50:49 GMT 2021","0","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_new_article",""
"broken","Mon Aug 09 20:50:43 GMT 2021","Mon Aug 09 20:50:43 GMT 2021","0","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:51:08 GMT 2021","Mon Aug 09 20:51:08 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_delete_own_article",""
"broken","Mon Aug 09 20:50:59 GMT 2021","Mon Aug 09 20:50:59 GMT 2021","0","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"broken","Mon Aug 09 20:50:47 GMT 2021","Mon Aug 09 20:50:47 GMT 2021","0","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:50:41 GMT 2021","Mon Aug 09 20:50:41 GMT 2021","0","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"broken","Mon Aug 09 20:51:05 GMT 2021","Mon Aug 09 20:51:05 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:50:50 GMT 2021","Mon Aug 09 20:50:50 GMT 2021","0","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_comment_upload_from_file",""
"broken","Mon Aug 09 20:50:29 GMT 2021","Mon Aug 09 20:50:29 GMT 2021","0","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Mon Aug 09 20:50:40 GMT 2021","Mon Aug 09 20:50:40 GMT 2021","0","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"broken","Mon Aug 09 20:51:12 GMT 2021","Mon Aug 09 20:51:12 GMT 2021","0","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"broken","Mon Aug 09 20:51:02 GMT 2021","Mon Aug 09 20:51:02 GMT 2021","0","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Mon Aug 09 20:51:11 GMT 2021","Mon Aug 09 20:51:11 GMT 2021","0","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:51:06 GMT 2021","Mon Aug 09 20:51:06 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_create_new_article",""
"broken","Mon Aug 09 20:51:03 GMT 2021","Mon Aug 09 20:51:03 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_website",""
"broken","Mon Aug 09 20:50:44 GMT 2021","Mon Aug 09 20:50:44 GMT 2021","0","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Mon Aug 09 20:51:09 GMT 2021","Mon Aug 09 20:51:09 GMT 2021","0","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_website",""
"broken","Mon Aug 09 20:50:55 GMT 2021","Mon Aug 09 20:50:55 GMT 2021","0","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:50:53 GMT 2021","Mon Aug 09 20:50:53 GMT 2021","0","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_website",""
"broken","Mon Aug 09 20:50:56 GMT 2021","Mon Aug 09 20:50:56 GMT 2021","0","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_create_new_article",""
"broken","Mon Aug 09 20:51:00 GMT 2021","Mon Aug 09 20:51:00 GMT 2021","0","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"broken","Mon Aug 09 20:50:38 GMT 2021","Mon Aug 09 20:50:38 GMT 2021","0","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Mon Aug 09 20:50:46 GMT 2021","Mon Aug 09 20:50:46 GMT 2021","0","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_website",""
