"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 08:29:30 GMT 2021","Wed Aug 11 08:29:32 GMT 2021","2170","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"broken","Wed Aug 11 08:29:38 GMT 2021","Wed Aug 11 08:29:38 GMT 2021","13","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 08:29:09 GMT 2021","Wed Aug 11 08:29:11 GMT 2021","1309","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 08:29:45 GMT 2021","Wed Aug 11 08:29:47 GMT 2021","1996","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 08:29:35 GMT 2021","Wed Aug 11 08:29:36 GMT 2021","1286","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 08:28:58 GMT 2021","Wed Aug 11 08:28:59 GMT 2021","27","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 08:29:17 GMT 2021","Wed Aug 11 08:29:20 GMT 2021","2543","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 08:29:05 GMT 2021","Wed Aug 11 08:29:07 GMT 2021","1942","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 08:29:02 GMT 2021","Wed Aug 11 08:29:02 GMT 2021","50","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 08:29:00 GMT 2021","Wed Aug 11 08:29:00 GMT 2021","84","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Wed Aug 11 08:29:21 GMT 2021","Wed Aug 11 08:29:21 GMT 2021","237","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"failed","Wed Aug 11 08:29:23 GMT 2021","Wed Aug 11 08:29:28 GMT 2021","4875","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_article_from_file",""
"broken","Wed Aug 11 08:29:40 GMT 2021","Wed Aug 11 08:29:42 GMT 2021","2464","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 08:29:12 GMT 2021","Wed Aug 11 08:29:15 GMT 2021","2753","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
