"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 20:30:30 GMT 2021","Wed Aug 11 20:30:35 GMT 2021","5244","test","test_TC07_AdatListazas","TestDataListing","","","test_tag_list",""
"passed","Wed Aug 11 20:29:49 GMT 2021","Wed Aug 11 20:29:52 GMT 2021","2149","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 20:29:44 GMT 2021","Wed Aug 11 20:29:44 GMT 2021","34","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 20:29:48 GMT 2021","Wed Aug 11 20:29:48 GMT 2021","39","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 20:31:13 GMT 2021","Wed Aug 11 20:31:16 GMT 2021","2321","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 20:30:37 GMT 2021","Wed Aug 11 20:30:44 GMT 2021","7620","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Wed Aug 11 20:31:01 GMT 2021","Wed Aug 11 20:31:11 GMT 2021","10276","test","test_TC10_AdatlementesFeluletrol","TestDatadownload","","","test_profile_content_download",""
"passed","Wed Aug 11 20:30:05 GMT 2021","Wed Aug 11 20:30:28 GMT 2021","23170","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 20:30:45 GMT 2021","Wed Aug 11 20:30:59 GMT 2021","13862","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 20:29:53 GMT 2021","Wed Aug 11 20:29:55 GMT 2021","1446","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 20:29:46 GMT 2021","Wed Aug 11 20:29:46 GMT 2021","77","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 20:29:57 GMT 2021","Wed Aug 11 20:30:00 GMT 2021","2864","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 20:30:02 GMT 2021","Wed Aug 11 20:30:04 GMT 2021","2298","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
