"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 16:51:36 GMT 2021","Wed Aug 11 16:51:37 GMT 2021","1604","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 16:50:42 GMT 2021","Wed Aug 11 16:50:42 GMT 2021","102","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 16:51:20 GMT 2021","Wed Aug 11 16:51:34 GMT 2021","14541","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 16:50:46 GMT 2021","Wed Aug 11 16:50:49 GMT 2021","2728","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 16:51:00 GMT 2021","Wed Aug 11 16:51:04 GMT 2021","3312","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 16:50:41 GMT 2021","Wed Aug 11 16:50:41 GMT 2021","61","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 16:51:10 GMT 2021","Wed Aug 11 16:51:18 GMT 2021","8093","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Wed Aug 11 16:51:06 GMT 2021","Wed Aug 11 16:51:09 GMT 2021","2614","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 16:50:44 GMT 2021","Wed Aug 11 16:50:44 GMT 2021","66","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 16:50:51 GMT 2021","Wed Aug 11 16:50:52 GMT 2021","1398","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 16:50:54 GMT 2021","Wed Aug 11 16:50:58 GMT 2021","3313","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
