"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 18:54:38 GMT 2021","Wed Aug 11 18:55:01 GMT 2021","23329","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 18:55:02 GMT 2021","Wed Aug 11 18:55:09 GMT 2021","6809","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Wed Aug 11 18:54:17 GMT 2021","Wed Aug 11 18:54:17 GMT 2021","95","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Wed Aug 11 18:54:27 GMT 2021","Wed Aug 11 18:54:30 GMT 2021","2959","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 18:54:24 GMT 2021","Wed Aug 11 18:54:25 GMT 2021","1320","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Wed Aug 11 18:54:15 GMT 2021","Wed Aug 11 18:54:15 GMT 2021","81","test","test_TC00_Conduit","TestConduit","","","test_website",""
"broken","Wed Aug 11 18:55:09 GMT 2021","Wed Aug 11 18:55:09 GMT 2021","0","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Wed Aug 11 18:54:12 GMT 2021","Wed Aug 11 18:54:12 GMT 2021","45","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Wed Aug 11 18:55:11 GMT 2021","Wed Aug 11 18:55:11 GMT 2021","0","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 18:54:20 GMT 2021","Wed Aug 11 18:54:22 GMT 2021","2334","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 18:54:33 GMT 2021","Wed Aug 11 18:54:35 GMT 2021","2662","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
