"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 14:30:09 GMT 2021","Wed Aug 11 14:30:11 GMT 2021","2032","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Wed Aug 11 14:30:03 GMT 2021","Wed Aug 11 14:30:03 GMT 2021","31","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Wed Aug 11 14:30:12 GMT 2021","Wed Aug 11 14:30:14 GMT 2021","1341","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"broken","Wed Aug 11 14:30:29 GMT 2021","Wed Aug 11 14:30:31 GMT 2021","2573","test","test_TC06_AdatsorozatFile","TestFileUpload","","","test_upload_new_comment_from_file",""
"passed","Wed Aug 11 14:30:55 GMT 2021","Wed Aug 11 14:30:57 GMT 2021","1554","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Wed Aug 11 14:30:22 GMT 2021","Wed Aug 11 14:30:24 GMT 2021","2691","test","test_TC05_SajatCikkSzerk","TestEditArticle","","","test_edit_own_article",""
"passed","Wed Aug 11 14:30:07 GMT 2021","Wed Aug 11 14:30:07 GMT 2021","63","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"broken","Wed Aug 11 14:30:33 GMT 2021","Wed Aug 11 14:30:36 GMT 2021","3309","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"broken","Wed Aug 11 14:30:26 GMT 2021","Wed Aug 11 14:30:26 GMT 2021","274","test","test_TC05_SajatProfilSzerk","TestEditProfile","","","test_profile_settings",""
"passed","Wed Aug 11 14:30:06 GMT 2021","Wed Aug 11 14:30:06 GMT 2021","114","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Wed Aug 11 14:30:16 GMT 2021","Wed Aug 11 14:30:19 GMT 2021","2950","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"passed","Wed Aug 11 14:30:38 GMT 2021","Wed Aug 11 14:30:53 GMT 2021","14411","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
