"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 17:16:10 GMT 2021","Sun Aug 08 17:16:12 GMT 2021","2148","test","test_TC01_Cookies","TestCookies","","","test_website",""
"passed","Sun Aug 08 17:16:54 GMT 2021","Sun Aug 08 17:16:57 GMT 2021","2137","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_website",""
"passed","Sun Aug 08 17:20:03 GMT 2021","Sun Aug 08 17:20:04 GMT 2021","1356","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_login",""
"passed","Sun Aug 08 17:17:56 GMT 2021","Sun Aug 08 17:17:58 GMT 2021","2137","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_website",""
"broken","Sun Aug 08 17:16:41 GMT 2021","Sun Aug 08 17:16:41 GMT 2021","16","test","test_TC04_UjCikk","TestNewBlogPost","","","test_create_new_article",""
"broken","Sun Aug 08 17:16:50 GMT 2021","Sun Aug 08 17:16:50 GMT 2021","18","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_new_article",""
"passed","Sun Aug 08 17:16:43 GMT 2021","Sun Aug 08 17:16:45 GMT 2021","2135","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_website",""
"passed","Sun Aug 08 17:16:08 GMT 2021","Sun Aug 08 17:16:08 GMT 2021","62","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Sun Aug 08 17:16:59 GMT 2021","Sun Aug 08 17:17:00 GMT 2021","1351","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_navigate_to_login",""
"passed","Sun Aug 08 17:16:15 GMT 2021","Sun Aug 08 17:16:15 GMT 2021","76","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"broken","Sun Aug 08 17:19:04 GMT 2021","Sun Aug 08 17:19:04 GMT 2021","19","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_create_new_article",""
"passed","Sun Aug 08 17:16:39 GMT 2021","Sun Aug 08 17:16:40 GMT 2021","1342","test","test_TC04_UjCikk","TestNewBlogPost","","","test_navigate_to_login",""
"broken","Sun Aug 08 17:17:03 GMT 2021","Sun Aug 08 17:17:53 GMT 2021","50395","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_create_new_article",""
"passed","Sun Aug 08 17:18:01 GMT 2021","Sun Aug 08 17:18:02 GMT 2021","1362","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_navigate_to_login",""
"passed","Sun Aug 08 17:16:24 GMT 2021","Sun Aug 08 17:16:26 GMT 2021","2134","test","test_TC03_Login","TestLoginConduit","","","test_website",""
"broken","Sun Aug 08 17:17:55 GMT 2021","Sun Aug 08 17:17:55 GMT 2021","17","test","test_TC06_SajatCikkSzerk","TestEditBlogPost","","","test_edit_own_article",""
"broken","Sun Aug 08 17:18:04 GMT 2021","Sun Aug 08 17:18:55 GMT 2021","50362","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Sun Aug 08 17:16:35 GMT 2021","Sun Aug 08 17:16:37 GMT 2021","2135","test","test_TC04_UjCikk","TestNewBlogPost","","","test_website",""
"passed","Sun Aug 08 17:16:20 GMT 2021","Sun Aug 08 17:16:22 GMT 2021","2395","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Sun Aug 08 17:16:05 GMT 2021","Sun Aug 08 17:16:05 GMT 2021","50","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"broken","Sun Aug 08 17:20:06 GMT 2021","Sun Aug 08 17:20:57 GMT 2021","50361","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Sun Aug 08 17:18:56 GMT 2021","Sun Aug 08 17:18:58 GMT 2021","2138","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_website",""
"passed","Sun Aug 08 17:16:28 GMT 2021","Sun Aug 08 17:16:30 GMT 2021","1445","test","test_TC03_Login","TestLoginConduit","","","test_registration",""
"broken","Sun Aug 08 17:16:53 GMT 2021","Sun Aug 08 17:16:53 GMT 2021","18","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_create_comment_upload_from_file",""
"broken","Sun Aug 08 17:19:06 GMT 2021","Sun Aug 08 17:19:57 GMT 2021","50362","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_delete_own_article",""
"passed","Sun Aug 08 17:19:00 GMT 2021","Sun Aug 08 17:19:01 GMT 2021","1345","test","test_TC09_SajatCikkTorles","TestDeleteBlogPost","","","test_navigate_to_login",""
"passed","Sun Aug 08 17:16:47 GMT 2021","Sun Aug 08 17:16:48 GMT 2021","1347","test","test_TC05_AdatsorozatFile","TestFileUpload","","","test_navigate_to_login",""
"passed","Sun Aug 08 17:16:16 GMT 2021","Sun Aug 08 17:16:18 GMT 2021","2136","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_website",""
"passed","Sun Aug 08 17:16:32 GMT 2021","Sun Aug 08 17:16:34 GMT 2021","1356","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
"passed","Sun Aug 08 17:19:59 GMT 2021","Sun Aug 08 17:20:01 GMT 2021","2137","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_website",""
