"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 20:33:02 GMT 2021","Thu Aug 12 20:33:05 GMT 2021","3065","test","test_TC01_Cookies","TestCookies","","","test_accept_cookies",""
"passed","Thu Aug 12 20:34:06 GMT 2021","Thu Aug 12 20:34:20 GMT 2021","13944","test","test_TC09_SajatCikkTorles","TestEditArticle","","","test_delete_own_article",""
"passed","Thu Aug 12 20:33:15 GMT 2021","Thu Aug 12 20:33:18 GMT 2021","3008","test","test_TC04_UjCikk","TestCreateNewArticle","","","test_create_new_article",""
"passed","Thu Aug 12 20:33:49 GMT 2021","Thu Aug 12 20:33:55 GMT 2021","6589","test","test_TC07_AdatListazas","TestDataListArticels","","","test_data_list_articles",""
"passed","Thu Aug 12 20:32:54 GMT 2021","Thu Aug 12 20:33:00 GMT 2021","6088","test","test_TC00_Conduit","TestConduit","","","test_website",""
"passed","Thu Aug 12 20:32:53 GMT 2021","Thu Aug 12 20:32:53 GMT 2021","40","test","test_TC00_Conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 20:34:41 GMT 2021","Thu Aug 12 20:34:43 GMT 2021","2424","test","test_TC11_FelhasznaloiKilepes","TestLogoutConduit","","","test_navigate_to_logout",""
"passed","Thu Aug 12 20:33:23 GMT 2021","Thu Aug 12 20:33:47 GMT 2021","23420","test","test_TC06_AdatsorozatFile","TestUploadNewCommentFromFile","","","test_upload_new_comment_from_file",""
"passed","Thu Aug 12 20:34:22 GMT 2021","Thu Aug 12 20:34:39 GMT 2021","17339","test","test_TC10_AdatlementesFeluletrol","TestDatadownload","","","test_data_download",""
"passed","Thu Aug 12 20:33:07 GMT 2021","Thu Aug 12 20:33:10 GMT 2021","2651","test","test_TC02_Regisztracio","TestRegistrationConduit","","","test_registration",""
"passed","Thu Aug 12 20:33:57 GMT 2021","Thu Aug 12 20:34:05 GMT 2021","7855","test","test_TC08_TobbOldalasBejaras","TestPaginationConduit","","","test_pagination",""
"passed","Thu Aug 12 20:33:19 GMT 2021","Thu Aug 12 20:33:22 GMT 2021","2407","test","test_TC05_SajatCikkSzerk","TestEditOwnArticle","","","test_edit_own_article",""
"passed","Thu Aug 12 20:33:12 GMT 2021","Thu Aug 12 20:33:13 GMT 2021","1541","test","test_TC03_Login","TestLoginConduit","","","test_navigate_to_login",""
